74760,Spencerville,OK,369,7.2,Choctaw,America/Chicago
68331,Cortland,NE,1049,8.1,Gage,America/Chicago
93955,Seaside,CA,34566,472.6,Monterey,America/Los_Angeles
16426,McKean,PA,3548,50.6,Erie,America/New_York
42354,McHenry,KY,179,79.8,Ohio,America/Chicago
80814,Divide,CO,3570,14,Teller,America/Denver
30413,Bartow,GA,1818,5.7,Jefferson,America/New_York
16101,New Castle,PA,32616,176.8,Lawrence,America/New_York
11224,Brooklyn,NY,45795,11148.6,Kings,America/New_York
27054,Woodleaf,NC,2725,36.1,Rowan,America/New_York
85704,Tucson,AZ,33065,714.3,Pima,America/Phoenix
6401,Ansonia,CT,18725,1203.7,New Haven,America/New_York
53941,La Valle,WI,3135,17.3,Sauk,America/Chicago
97225,Portland,OR,26095,1529.8,Washington,America/Los_Angeles
83645,Midvale,ID,811,0.7,Washington,America/Boise
24716,Bud,WV,367,6.9,Wyoming,America/New_York
25913,Ravencliff,WV,282,16.4,Wyoming,America/New_York
21737,Glenelg,MD,2462,186.9,Howard,America/New_York
26681,Nettie,WV,1097,11.8,Nicholas,America/New_York
12222,Albany,NY,6198,4384.7,Albany,America/New_York
36278,Wedowee,AL,4557,13.2,Randolph,America/Chicago
70659,Rosepine,LA,1568,277.5,Vernon,America/Chicago
79381,Wilson,TX,1548,4.6,Lynn,America/Chicago
99139,Ione,WA,1301,2.5,Pend Oreille,America/Los_Angeles
28120,Mount Holly,NC,21582,274.5,Gaston,America/New_York
45330,Gratis,OH,874,388.1,Preble,America/New_York
46070,Summitville,IN,2336,19.9,Madison,America/Indiana/Indianapolis
33150,Miami,FL,29652,3276.8,Miami-Dade,America/New_York
54410,Arpin,WI,2594,15.1,Wood,America/Chicago
3604,Drewsville,NH,123,96.7,Cheshire,America/New_York
47918,Attica,IN,5679,15.1,Fountain,America/Indiana/Indianapolis
98273,Mount Vernon,WA,31085,142.7,Skagit,America/Los_Angeles
80023,Broomfield,CO,22659,497,Broomfield,America/Denver
57224,Claire City,SD,129,1,Roberts,America/Chicago
55037,Hinckley,MN,4681,5.9,Pine,America/Chicago
92134,San Diego,CA,285,611.6,San Diego,America/Los_Angeles
11937,East Hampton,NY,16137,145.3,Suffolk,America/New_York
37014,Arrington,TN,2835,44.4,Williamson,America/Chicago
24651,Tazewell,VA,5665,13.9,Tazewell,America/New_York
71435,Grayson,LA,3692,7.1,Caldwell,America/Chicago
47362,New Castle,IN,29873,78.7,Henry,America/Indiana/Indianapolis
76639,Dawson,TX,1318,5.5,Navarro,America/Chicago
6511,New Haven,CT,53707,3495.9,New Haven,America/New_York
76951,Sterling City,TX,1231,0.6,Sterling,America/Chicago
95604,Auburn,CA,85,81.9,Placer,America/Los_Angeles
71115,Shreveport,LA,15639,54.7,Caddo,America/Chicago
3034,Candia,NH,4046,47.4,Rockingham,America/New_York
23841,Dinwiddie,VA,3266,17.2,Dinwiddie,America/New_York
98382,Sequim,WA,28942,65.1,Clallam,America/Los_Angeles
56318,Burtrum,MN,1048,10.1,Todd,America/Chicago
97801,Pendleton,OR,20563,16.2,Umatilla,America/Los_Angeles
28714,Burnsville,NC,16941,22.5,Yancey,America/New_York
45212,Cincinnati,OH,22715,2351.2,Hamilton,America/New_York
90033,Los Angeles,CA,49155,5808.6,Los Angeles,America/Los_Angeles
61479,Speer,IL,59,1.9,Stark,America/Chicago
24260,Honaker,VA,5340,26.1,Russell,America/New_York
99744,Anderson,AK,120,1.4,Denali,America/Anchorage
27526,Fuquay Varina,NC,48581,193.5,Wake,America/New_York
67159,Zenda,KS,99,0.5,Kingman,America/Chicago
15902,Johnstown,PA,10969,464.8,Cambria,America/New_York
99333,Hooper,WA,40,0.2,Whitman,America/Los_Angeles
3104,Manchester,NH,33071,1544.6,Hillsborough,America/New_York
77507,Pasadena,TX,312,8.6,Harris,America/Chicago
43410,Clyde,OH,9950,73.5,Sandusky,America/New_York
29003,Bamberg,SC,6480,17.8,Bamberg,America/New_York
75558,Cookville,TX,1582,12.2,Titus,America/Chicago
97392,Turner,OR,7011,63.2,Marion,America/Los_Angeles
65473,Fort Leonard Wood,MO,16026,62.5,Pulaski,America/Chicago
44875,Shelby,OH,13353,65.2,Richland,America/New_York
40379,Stamping Ground,KY,3968,24.1,Scott,America/New_York
75224,Dallas,TX,37592,2484.4,Dallas,America/Chicago
1702,Framingham,MA,39799,1899.6,Middlesex,America/New_York
98531,Centralia,WA,26031,73.5,Lewis,America/Los_Angeles
55955,Mantorville,MN,2542,31.1,Dodge,America/Chicago
49092,Tekonsha,MI,1920,13.3,Calhoun,America/Detroit
75968,Pineland,TX,1635,8.6,Sabine,America/Chicago
60109,Burlington,IL,614,82.6,Kane,America/Chicago
19941,Ellendale,DE,3270,37.6,Sussex,America/New_York
46540,Middlebury,IN,11881,75.1,Elkhart,America/Indiana/Indianapolis
12029,Canaan,NY,1156,22.2,Columbia,America/New_York
93291,Visalia,CA,59270,270.4,Tulare,America/Los_Angeles
8560,Titusville,NJ,3695,105,Mercer,America/New_York
23452,Virginia Beach,VA,58996,1539.4,Virginia Beach,America/New_York
97343,Eddyville,OR,222,0.6,Lincoln,America/Los_Angeles
70570,Opelousas,LA,39910,89,St. Landry,America/Chicago
25951,Hinton,WV,6301,22.6,Summers,America/New_York
26426,Salem,WV,7104,20.8,Harrison,America/New_York
64743,East Lynne,MO,242,314.3,Cass,America/Chicago
76842,Fredonia,TX,242,1,Mason,America/Chicago
37387,Tracy City,TN,2883,30.5,Grundy,America/Chicago
64859,Reeds,MO,1391,10.4,Jasper,America/Chicago
39736,Artesia,MS,229,32.6,Lowndes,America/Chicago
65479,Hartshorn,MO,152,0.7,Texas,America/Chicago
89501,Reno,NV,3961,2413.3,Washoe,America/Los_Angeles
56729,Halma,MN,97,0.7,Kittson,America/Chicago
20551,Washington,DC,0,0,District of Columbia,America/New_York
27288,Eden,NC,23436,133.6,Rockingham,America/New_York
63012,Barnhart,MO,10358,140.3,Jefferson,America/Chicago
55014,Circle Pines,MN,28222,584,Anoka,America/Chicago
1378,Warwick,MA,792,9,Franklin,America/New_York
47512,Bicknell,IN,4095,31.7,Knox,America/Indiana/Vincennes
87574,Tesuque,NM,123,15.8,Santa Fe,America/Denver
61020,Davis Junction,IL,3040,37.2,Ogle,America/Chicago
98280,Orcas,WA,438,23.7,San Juan,America/Los_Angeles
96790,Kula,HI,9613,16.4,Maui,Pacific/Honolulu
45458,Dayton,OH,31680,611.1,Montgomery,America/New_York
78598,Port Mansfield,TX,87,5.9,Willacy,America/Chicago
4851,Matinicus,ME,91,15.1,Knox,America/New_York
45156,Neville,OH,59,35.9,Clermont,America/New_York
99669,Soldotna,AK,17014,27.1,Kenai Peninsula,America/Anchorage
90250,Hawthorne,CA,97072,5598.4,Los Angeles,America/Los_Angeles
74036,Inola,OK,7200,22.6,Rogers,America/Chicago
92322,Cedarpines Park,CA,672,86.7,San Bernardino,America/Los_Angeles
29058,Heath Springs,SC,4666,12.7,Lancaster,America/New_York
90022,Los Angeles,CA,67014,5905.2,Los Angeles,America/Los_Angeles
97214,Portland,OR,26853,3694,Multnomah,America/Los_Angeles
61330,La Moille,IL,1395,7,Bureau,America/Chicago
62832,Du Quoin,IL,8785,35,Perry,America/Chicago
21536,Grantsville,MD,4123,16,Garrett,America/New_York
58652,Richardton,ND,1257,1.3,Stark,America/Denver
59469,Raynesford,MT,147,0.6,Judith Basin,America/Denver
24566,Keeling,VA,1386,14.4,Pittsylvania,America/New_York
51011,Chatsworth,IA,61,47.8,Sioux,America/Chicago
56145,Jeffers,MN,549,4,Cottonwood,America/Chicago
80109,Castle Rock,CO,23665,346.4,Douglas,America/Denver
51526,Crescent,IA,1673,15.4,Pottawattamie,America/Chicago
1770,Sherborn,MA,4316,105.5,Middlesex,America/New_York
38625,Dumas,MS,1611,17,Tippah,America/Chicago
55422,Minneapolis,MN,29837,1386.3,Hennepin,America/Chicago
79839,Fort Hancock,TX,2141,1.7,Hudspeth,America/Denver
24944,Green Bank,WV,529,6.8,Pocahontas,America/New_York
55305,Hopkins,MN,21406,888.4,Hennepin,America/Chicago
81121,Arboles,CO,323,2.7,Archuleta,America/Denver
20130,Paris,VA,236,11,Clarke,America/New_York
99223,Spokane,WA,32213,434.4,Spokane,America/Los_Angeles
51053,Schaller,IA,1046,5.4,Sac,America/Chicago
71031,Goldonna,LA,853,2.2,Natchitoches,America/Chicago
96044,Hornbrook,CA,963,2.6,Siskiyou,America/Los_Angeles
53154,Oak Creek,WI,36066,488.7,Milwaukee,America/Chicago
68832,Doniphan,NE,2083,7.4,Hall,America/Chicago
38041,Henning,TN,4853,18.6,Lauderdale,America/Chicago
83112,Bedford,WY,489,1.4,Lincoln,America/Denver
24502,Lynchburg,VA,46044,640.4,Lynchburg,America/New_York
49886,Spalding,MI,553,13.7,Menominee,America/Menominee
58361,Pekin,ND,239,0.7,Nelson,America/Chicago
44253,Litchfield,OH,3094,48.5,Medina,America/New_York
18912,Buckingham,PA,280,272.3,Bucks,America/New_York
43607,Toledo,OH,20854,1118.1,Lucas,America/New_York
43014,Danville,OH,3733,21.9,Knox,America/New_York
46239,Indianapolis,IN,30651,407.7,Marion,America/Indiana/Indianapolis
49950,Mohawk,MI,1206,2.6,Keweenaw,America/Detroit
53207,Milwaukee,WI,36889,1436.3,Milwaukee,America/Chicago
77045,Houston,TX,36532,1217.4,Harris,America/Chicago
44147,Broadview Heights,OH,19381,568.2,Cuyahoga,America/New_York
39307,Meridian,MS,17051,69,Lauderdale,America/Chicago
44613,Brewster,OH,2086,415.2,Stark,America/New_York
41649,Martin,KY,2370,39.3,Floyd,America/New_York
37415,Chattanooga,TN,24028,510.3,Hamilton,America/New_York
54559,Saxon,WI,893,2.5,Iron,America/Chicago
84601,Provo,UT,34206,944.8,Utah,America/Denver
12056,Duanesburg,NY,2847,61,Schenectady,America/New_York
34639,Land O'Lakes,FL,29395,423.8,Pasco,America/New_York
38260,Troy,TN,3713,21.8,Obion,America/Chicago
62571,Tower Hill,IL,1628,9.2,Shelby,America/Chicago
59404,Great Falls,MT,27576,29.4,Cascade,America/Denver
35550,Cordova,AL,5504,32.3,Walker,America/Chicago
94305,Stanford,CA,16397,1234.5,Santa Clara,America/Los_Angeles
95324,Hilmar,CA,8380,78.1,Merced,America/Los_Angeles
79323,Denver City,TX,7252,12.2,Yoakum,America/Chicago
97604,Crater Lake,OR,135,0.7,Klamath,America/Los_Angeles
38952,Schlater,MS,421,1.5,Leflore,America/Chicago
41701,Hazard,KY,16093,42,Perry,America/New_York
7043,Montclair,NJ,12567,1872.8,Essex,America/New_York
77651,Port Neches,TX,12782,398.6,Jefferson,America/Chicago
60104,Bellwood,IL,18904,3100.6,Cook,America/Chicago
78223,San Antonio,TX,56055,522.7,Bexar,America/Chicago
83123,La Barge,WY,470,2,Lincoln,America/Denver
77483,Wadsworth,TX,309,3.3,Matagorda,America/Chicago
52501,Ottumwa,IA,29478,50.4,Wapello,America/Chicago
29164,Wagener,SC,5234,20,Aiken,America/New_York
3221,Bradford,NH,2095,17.5,Merrimack,America/New_York
51531,Elk Horn,IA,762,10.3,Shelby,America/Chicago
92267,Parker Dam,CA,6,0.1,San Bernardino,America/Los_Angeles
15368,Vestaburg,PA,383,776.2,Washington,America/New_York
12106,Kinderhook,NY,2333,61.8,Columbia,America/New_York
12008,Alplaus,NY,668,310.2,Schenectady,America/New_York
41268,West Van Lear,KY,490,613.1,Johnson,America/New_York
33782,Pinellas Park,FL,23443,1682.7,Pinellas,America/New_York
47123,Grantsburg,IN,122,6.4,Crawford,America/Indiana/Marengo
72916,Fort Smith,AR,8604,95.9,Sebastian,America/Chicago
23430,Smithfield,VA,17245,66.2,Isle of Wight,America/New_York
72165,Thida,AR,121,9.2,Independence,America/Chicago
95404,Santa Rosa,CA,40497,195.5,Sonoma,America/Los_Angeles
42101,Bowling Green,KY,61768,84.2,Warren,America/Chicago
72722,Decatur,AR,3331,30.4,Benton,America/Chicago
67004,Argonia,KS,714,2.7,Sumner,America/Chicago
21545,Mount Savage,MD,1740,46.7,Allegany,America/New_York
36258,Delta,AL,1385,4.7,Clay,America/Chicago
72935,Dyer,AR,453,53.5,Crawford,America/Chicago
72949,Ozark,AR,9408,10.6,Franklin,America/Chicago
46146,Homer,IN,416,206.5,Rush,America/Indiana/Indianapolis
48846,Ionia,MI,20472,72.9,Ionia,America/Detroit
54772,Wheeler,WI,1068,6.9,Dunn,America/Chicago
58384,Willow City,ND,394,0.4,Bottineau,America/Chicago
55027,Goodhue,MN,3142,10.2,Goodhue,America/Chicago
52756,Long Grove,IA,2004,18.1,Scott,America/Chicago
50210,New Virginia,IA,1493,7.6,Warren,America/Chicago
78883,Tarpley,TX,395,2,Bandera,America/Chicago
64778,Richards,MO,713,2.4,Vernon,America/Chicago
26366,Haywood,WV,38,36.8,Harrison,America/New_York
63656,Middle Brook,MO,304,1.8,Iron,America/Chicago
67013,Belle Plaine,KS,2782,13.7,Sumner,America/Chicago
79357,Ralls,TX,2123,3.8,Crosby,America/Chicago
60613,Chicago,IL,50761,9012.9,Cook,America/Chicago
24523,Bedford,VA,19711,33.8,Bedford,America/New_York
43617,Toledo,OH,7192,507.3,Lucas,America/New_York
45403,Dayton,OH,13968,1388.9,Montgomery,America/New_York
97532,Merlin,OR,2562,16.6,Josephine,America/Los_Angeles
85629,Sahuarita,AZ,25770,43.2,Pima,America/Phoenix
26201,Buckhannon,WV,19919,42.9,Upshur,America/New_York
35901,Gadsden,AL,19811,128.6,Etowah,America/Chicago
4740,Easton,ME,1261,12.6,Aroostook,America/New_York
49872,Perkins,MI,166,3.4,Delta,America/Detroit
16680,Smithmill,PA,292,16.7,Clearfield,America/New_York
55736,Floodwood,MN,1347,1.7,St. Louis,America/Chicago
59632,Boulder,MT,1488,1.1,Jefferson,America/Denver
52576,Ollie,IA,536,4.6,Keokuk,America/Chicago
55347,Eden Prairie,MN,30880,706,Hennepin,America/Chicago
51632,Clarinda,IA,7006,13,Page,America/Chicago
55968,Reads Landing,MN,86,21,Wabasha,America/Chicago
71223,Bonita,LA,362,2.5,Morehouse,America/Chicago
84315,Hooper,UT,8993,195.6,Weber,America/Denver
65276,Pilot Grove,MO,1527,6.1,Cooper,America/Chicago
30263,Newnan,GA,59799,115.6,Coweta,America/New_York
97367,Lincoln City,OR,9746,89.2,Lincoln,America/Los_Angeles
92629,Dana Point,CA,26877,2063.2,Orange,America/Los_Angeles
1507,Charlton,MA,13550,124,Worcester,America/New_York
72415,Black Rock,AR,1339,13.6,Lawrence,America/Chicago
83220,Bern,ID,137,2.1,Bear Lake,America/Boise
10032,New York,NY,63214,37277.8,New York,America/New_York
80463,McCoy,CO,158,0.5,Routt,America/Denver
23845,Ebony,VA,519,14.7,Brunswick,America/New_York
16647,Hesston,PA,682,12,Huntingdon,America/New_York
63045,Earth City,MO,0,0,St. Louis,America/Chicago
78059,Natalia,TX,5545,52.3,Medina,America/Chicago
33068,Pompano Beach,FL,52749,3439.9,Broward,America/New_York
93550,Palmdale,CA,77506,152.6,Los Angeles,America/Los_Angeles
20814,Bethesda,MD,29021,2196.8,Montgomery,America/New_York
76648,Hubbard,TX,2887,10.8,Hill,America/Chicago
70085,Saint Bernard,LA,4941,49.4,St. Bernard,America/Chicago
64493,Turney,MO,563,7.9,Clinton,America/Chicago
85608,Douglas,AZ,4671,974.9,Cochise,America/Phoenix
18834,New Milford,PA,3506,20.4,Susquehanna,America/New_York
66203,Shawnee,KS,19008,1169,Johnson,America/Chicago
72520,Camp,AR,163,2.5,Fulton,America/Chicago
94116,San Francisco,CA,47346,7067.6,San Francisco,America/Los_Angeles
98225,Bellingham,WA,51697,1580.4,Whatcom,America/Los_Angeles
45415,Dayton,OH,13212,824.3,Montgomery,America/New_York
96727,Honokaa,HI,4540,13.9,Hawaii,Pacific/Honolulu
27608,Raleigh,NC,11203,1345.1,Wake,America/New_York
73003,Edmond,OK,24279,1241.7,Oklahoma,America/Chicago
88203,Roswell,NM,30463,8,Chaves,America/Denver
63385,Wentzville,MO,44844,258.4,St. Charles,America/Chicago
12721,Bloomingburg,NY,6387,97.3,Sullivan,America/New_York
49745,Hessel,MI,973,4.8,Mackinac,America/Detroit
69355,Melbeta,NE,176,117.8,Scotts Bluff,America/Denver
48315,Utica,MI,27662,836.4,Macomb,America/Detroit
95356,Modesto,CA,32622,554.3,Stanislaus,America/Los_Angeles
74943,Lequire,OK,161,4.6,Haskell,America/Chicago
49099,White Pigeon,MI,5787,37.8,St. Joseph,America/Detroit
55434,Minneapolis,MN,31149,1331.6,Anoka,America/Chicago
71353,Melville,LA,1926,9.9,St. Landry,America/Chicago
58702,Minot,ND,0,0,Ward,America/Chicago
39044,Braxton,MS,3965,10.9,Simpson,America/Chicago
21754,Ijamsville,MD,6667,108.5,Frederick,America/New_York
62956,Karnak,IL,940,14,Pulaski,America/Chicago
70740,Grosse Tete,LA,1604,7.1,Iberville,America/Chicago
38375,Selmer,TN,8653,29.2,McNairy,America/Chicago
43720,Blue Rock,OH,1328,11.3,Muskingum,America/New_York
14134,Sardinia,NY,111,50.5,Erie,America/New_York
78620,Dripping Springs,TX,17590,39.4,Hays,America/Chicago
48331,Farmington,MI,21372,888.1,Oakland,America/Detroit
46346,Kingsford Heights,IN,1208,259.2,LaPorte,America/Chicago
71438,Hineston,LA,1621,7.2,Rapides,America/Chicago
68715,Battle Creek,NE,1608,11,Madison,America/Chicago
28338,Ellerbe,NC,4718,12.7,Richmond,America/New_York
52141,Elgin,IA,1196,5.5,Fayette,America/Chicago
55124,Saint Paul,MN,52889,1214.2,Dakota,America/Chicago
62880,Saint Peter,IL,712,6.6,Fayette,America/Chicago
57371,Ree Heights,SD,152,0.3,Hand,America/Chicago
32054,Lake Butler,FL,11811,21.3,Union,America/New_York
63956,Patterson,MO,1441,7.3,Wayne,America/Chicago
17097,Wiconisco,PA,801,102.6,Dauphin,America/New_York
50586,Somers,IA,254,2.8,Calhoun,America/Chicago
99622,Kwigillingok,AK,399,10,Bethel,America/Nome
73857,Sharon,OK,821,5,Woodward,America/Chicago
97906,Harper,OR,317,0.1,Malheur,America/Boise
